abbreviation,conference,conference_losses,conference_win_percentage,conference_wins,first_downs,opponents_first_downs,first_downs_from_penalties,opponents_first_downs_from_penalties,fumbles_lost,opponents_fumbles_lost,games,interceptions,opponents_interceptions,losses,name,pass_attempts,opponents_pass_attempts,pass_completion_percentage,opponents_pass_completion_percentage,pass_completions,opponents_pass_completions,pass_first_downs,opponents_pass_first_downs,pass_touchdowns,opponents_pass_touchdowns,pass_yards,opponents_pass_yards,penalties,opponents_penalties,plays,opponents_plays,points_against_per_game,points_per_game,rush_attempts,opponents_rush_attempts,rush_first_downs,opponents_rush_first_downs,rush_touchdowns,opponents_rush_touchdowns,rush_yards,opponents_rush_yards,rush_yards_per_attempt,opponents_rush_yards_per_attempt,simple_rating_system,strength_of_schedule,turnovers,opponents_turnovers,win_percentage,wins,yards,opponents_yards,yards_from_penalties,opponents_yards_from_penalties,yards_per_play,opponents_yards_per_play,year,Rk
LOUISIANA-MONROE,sun-belt,5,0.375,3,20.6,24.3,1.3,1.7,0.7,0.6,12,1.3,0.5,8,Louisiana-Monroe,30.3,26.8,54.4,59.6,16.5,16.0,9.1,10.0,1.3,1.8,192.0,220.1,4.2,7.3,73.0,72.2,39.1,23.3,42.7,45.3,10.2,12.7,1.8,2.6,181.3,260.4,4.3,5.7,-11.97,-2.55,2.0,1.1,0.333,4,373.3,480.5,42.3,62.6,5.1,6.7,2016,
SOUTH-ALABAMA,sun-belt,6,0.25,2,19.3,22.5,1.0,2.0,0.6,0.8,13,1.1,0.8,7,South Alabama,31.9,24.1,56.1,60.1,17.9,14.5,10.6,9.1,1.2,1.1,243.8,174.6,7.6,5.7,68.0,69.0,27.0,25.4,36.1,44.9,7.7,11.4,1.9,2.0,145.6,215.5,4.0,4.8,-5.8,-5.26,1.7,1.5,0.462,6,389.4,390.2,65.5,47.0,5.7,5.7,2016,
GEORGIA-STATE,sun-belt,6,0.25,2,16.8,22.3,1.5,1.6,0.7,0.6,12,1.3,0.9,9,Georgia State,34.9,29.6,55.1,54.4,19.3,16.1,10.0,9.2,1.4,0.7,246.3,173.9,6.1,5.8,62.9,77.6,26.6,19.9,28.0,48.0,5.3,11.5,0.8,2.1,87.7,206.8,3.1,4.3,-9.37,-3.2,1.9,1.5,0.25,3,333.9,380.7,48.4,51.9,5.3,4.9,2016,
NEW-MEXICO-STATE,sun-belt,6,0.25,2,22.2,24.0,2.3,1.3,0.6,0.8,12,1.3,1.1,9,New Mexico State,38.4,30.0,54.9,64.4,21.1,19.3,10.0,11.8,1.8,1.9,244.9,252.4,6.3,5.9,76.1,75.4,38.8,24.8,37.7,45.4,9.9,11.0,1.0,2.6,169.3,244.8,4.5,5.4,-12.88,-2.29,1.8,1.9,0.25,3,414.3,497.3,55.5,56.6,5.4,6.6,2016,
TEXAS-STATE,sun-belt,8,0.0,0,17.7,23.8,1.5,2.2,0.7,0.7,12,1.4,0.3,10,Texas State,34.6,31.1,61.9,66.8,21.4,20.8,10.8,10.2,1.2,2.3,219.9,248.8,6.8,7.8,70.1,76.1,41.1,18.6,35.5,45.0,5.5,11.5,1.1,2.8,82.4,222.3,2.3,4.9,-18.86,-3.36,2.1,0.9,0.167,2,302.3,471.1,57.3,66.4,4.3,6.2,2016,
CLEMSON,acc,1,0.875,7,22.1,14.8,1.4,1.4,0.5,0.4,14,0.6,1.0,2,Clemson,33.5,28.3,65.9,52.5,22.1,14.9,11.0,6.4,1.2,1.1,235.5,161.9,4.9,5.3,74.7,64.9,13.6,33.3,41.2,36.6,9.6,7.1,2.9,0.4,195.0,114.9,4.7,3.1,20.62,6.84,1.1,1.4,0.857,12,430.5,276.7,43.4,45.3,5.8,4.3,2017,4.0
NORTH-CAROLINA-STATE,acc,2,0.75,6,23.3,19.5,1.7,1.5,0.5,0.5,13,0.5,1.1,4,North Carolina State,37.2,35.6,65.1,56.4,24.2,20.1,12.5,10.5,1.3,1.7,275.1,253.2,6.0,5.9,75.3,69.1,25.2,32.2,38.1,33.5,9.2,7.6,2.7,1.2,177.1,131.1,4.7,3.9,12.17,5.55,1.0,1.6,0.692,9,452.2,384.2,55.5,49.2,6.0,5.6,2017,23.0
LOUISVILLE,acc,4,0.5,4,27.1,20.5,2.1,1.2,0.8,0.8,13,0.8,1.0,5,Louisville,35.7,29.6,59.7,58.2,21.3,17.2,12.9,10.2,2.2,1.4,299.8,224.7,6.3,5.7,73.8,69.2,27.4,38.1,38.1,39.5,12.1,9.1,2.5,1.8,245.1,163.4,6.4,4.1,9.67,3.75,1.6,1.8,0.615,8,544.9,388.1,51.1,55.3,7.4,5.6,2017,
WAKE-FOREST,acc,4,0.5,4,22.8,24.1,1.3,1.3,0.5,0.5,13,0.5,1.1,5,Wake Forest,32.8,40.2,62.9,56.7,20.6,22.8,11.8,12.8,2.5,1.5,276.8,271.5,5.3,4.8,73.9,82.2,28.3,35.3,41.2,42.1,9.6,10.0,1.7,1.8,189.1,185.8,4.6,4.4,11.42,6.03,1.0,1.6,0.615,8,465.9,457.3,41.8,43.6,6.3,5.6,2017,
BOSTON-COLLEGE,acc,4,0.5,4,18.9,18.1,1.1,0.7,0.6,0.5,13,0.9,1.4,6,Boston College,28.2,31.5,54.0,51.3,15.2,16.2,7.8,8.8,1.2,0.8,166.3,191.6,3.6,4.7,75.8,71.2,22.8,25.7,47.5,39.8,10.1,8.5,1.8,2.0,220.4,191.2,4.6,4.8,9.39,7.08,1.5,1.9,0.538,7,386.7,382.8,29.8,37.8,5.1,5.4,2017,
FLORIDA-STATE,acc,5,0.375,3,18.0,17.4,1.1,1.2,0.6,0.5,13,1.0,0.7,6,Florida State,26.5,33.8,58.6,55.2,15.5,18.7,8.5,9.2,1.6,1.2,196.2,195.5,6.0,4.6,62.2,69.7,21.2,27.8,35.6,35.8,8.5,6.9,1.3,1.5,155.7,135.6,4.4,3.8,8.07,5.76,1.6,1.2,0.538,7,351.9,331.1,53.8,39.2,5.7,4.8,2017,
SYRACUSE,acc,6,0.25,2,24.4,20.7,2.3,1.4,0.7,0.7,12,1.3,0.3,8,Syracuse,45.7,31.8,58.4,60.9,26.7,19.3,13.1,10.2,1.7,1.6,294.8,247.3,6.2,6.6,85.6,69.3,32.2,27.4,39.9,37.6,9.0,9.1,1.3,2.3,161.5,196.7,4.0,5.2,1.96,5.8,2.0,1.0,0.333,4,456.3,444.0,49.4,59.6,5.3,6.4,2017,
MIAMI-FL,acc,1,0.875,7,19.3,20.8,1.3,1.6,0.3,1.1,13,1.1,1.3,3,Miami (FL),32.8,34.4,53.3,57.3,17.5,19.7,9.8,9.9,2.0,1.5,242.5,217.1,5.2,5.7,64.5,75.9,21.0,29.1,31.8,41.5,8.2,9.2,1.5,0.8,160.8,147.1,5.1,3.5,14.98,6.29,1.4,2.4,0.769,10,403.4,364.2,49.3,50.4,6.3,4.8,2017,13.0
VIRGINIA-TECH,acc,3,0.625,5,22.2,15.4,1.5,1.2,0.4,0.5,13,0.7,1.0,4,Virginia Tech,31.5,27.5,59.8,48.6,18.8,13.4,10.9,7.8,1.6,1.2,239.5,199.8,4.6,6.3,76.4,62.9,14.8,28.2,44.8,35.4,9.7,6.4,1.5,0.5,173.4,119.9,3.9,3.4,10.56,2.41,1.1,1.5,0.692,9,412.8,319.7,42.2,48.2,5.4,5.1,2017,24.0
GEORGIA-TECH,acc,4,0.5,4,19.5,18.3,1.3,0.8,0.9,0.4,11,0.5,0.5,6,Georgia Tech,10.7,30.3,36.4,58.9,3.9,17.8,2.9,9.0,0.9,1.5,84.3,200.6,4.0,3.8,68.2,64.2,26.5,28.1,57.5,33.9,15.3,8.5,2.7,1.4,307.4,153.6,5.3,4.5,6.38,5.93,1.4,0.9,0.455,5,391.6,354.3,35.8,36.0,5.7,5.5,2017,
DUKE,acc,5,0.375,3,23.0,16.3,1.7,1.7,0.5,0.3,13,0.9,1.2,6,Duke,36.1,25.3,56.7,50.8,20.5,12.8,10.5,6.7,1.2,1.2,213.4,179.4,4.8,5.7,78.2,63.6,20.2,26.5,42.1,38.3,10.8,7.9,1.7,1.2,171.4,153.2,4.1,4.0,7.23,3.23,1.5,1.5,0.538,7,384.8,332.6,41.6,53.5,4.9,5.2,2017,
VIRGINIA,acc,5,0.375,3,18.5,18.8,1.7,1.4,0.6,0.2,13,0.8,1.2,7,Virginia,39.9,24.8,57.8,53.4,23.1,13.2,10.8,7.8,1.9,1.4,248.7,165.8,4.8,5.1,69.8,67.6,28.4,22.5,29.9,42.8,6.0,9.7,0.8,1.9,93.5,199.3,3.1,4.7,-0.06,3.55,1.5,1.4,0.462,6,342.2,365.1,44.8,45.3,4.9,5.4,2017,
PITTSBURGH,acc,5,0.375,3,19.7,19.8,1.1,1.4,0.7,0.6,12,0.7,0.8,7,Pitt,30.2,32.6,61.9,55.2,18.7,18.0,9.7,10.8,1.0,2.0,217.7,254.2,3.8,4.8,68.5,66.3,26.6,23.9,38.3,33.7,9.2,7.6,1.8,1.2,148.5,144.7,3.9,4.3,1.21,4.13,1.3,1.3,0.417,5,366.2,398.8,38.2,38.4,5.3,6.0,2017,
NORTH-CAROLINA,acc,7,0.125,1,19.7,22.1,1.5,2.1,0.5,0.8,12,1.3,0.6,9,North Carolina,33.9,30.3,54.3,55.4,18.4,16.8,10.8,9.0,1.8,1.8,225.3,223.1,7.8,5.3,69.5,74.6,31.3,26.0,35.6,44.3,7.4,11.0,1.4,1.8,144.3,213.0,4.1,4.8,-1.82,4.1,1.8,1.3,0.25,3,369.6,436.1,72.7,48.1,5.3,5.8,2017,
CENTRAL-FLORIDA,american,0,1.0,8,25.2,21.5,2.8,2.2,0.5,0.9,13,0.7,1.5,0,UCF,32.6,36.2,67.7,55.5,22.1,20.1,13.1,10.8,2.9,1.8,331.8,268.1,8.4,8.3,71.1,74.5,25.3,48.2,38.5,38.3,9.2,8.5,3.0,1.2,199.2,159.8,5.2,4.2,16.9,-0.8,1.2,2.5,1.0,13,530.9,427.9,68.1,74.0,7.5,5.7,2017,6.0
SOUTH-FLORIDA,american,2,0.75,6,25.8,19.9,1.9,2.5,0.7,0.3,12,0.5,1.7,2,South Florida,30.6,36.3,53.4,52.9,16.3,19.2,10.0,10.3,2.1,1.4,248.9,232.8,9.3,7.9,83.4,74.4,23.5,38.3,52.8,38.2,13.8,7.2,2.5,1.4,264.1,126.9,5.0,3.3,7.27,-5.56,1.2,2.0,0.833,10,513.0,359.8,86.0,71.3,6.1,4.8,2017,21.0
TEMPLE,american,4,0.5,4,20.3,20.5,1.8,2.4,0.5,0.6,13,1.2,0.8,6,Temple,34.8,29.8,57.8,57.1,20.2,17.0,11.7,9.0,1.6,1.6,251.8,206.8,7.8,7.1,70.3,70.5,25.8,25.1,35.5,40.8,6.8,9.2,1.2,1.4,136.4,174.9,3.8,4.3,-0.81,-1.57,1.7,1.4,0.538,7,388.2,381.8,69.4,63.0,5.5,5.4,2017,
CINCINNATI,american,6,0.25,2,19.7,22.9,2.0,2.7,0.6,0.5,12,0.8,0.4,8,Cincinnati,36.2,29.4,56.5,62.0,20.4,18.3,10.0,10.3,1.7,1.9,216.4,236.1,7.8,7.2,67.1,73.3,31.8,20.9,30.9,43.8,7.7,9.9,0.9,1.6,135.3,192.4,4.4,4.4,-9.59,-0.76,1.3,0.9,0.333,4,351.8,428.5,73.0,66.8,5.2,5.8,2017,
CONNECTICUT,american,6,0.25,2,21.3,25.7,2.6,1.8,0.7,0.4,12,0.9,0.5,9,Connecticut,35.1,39.4,60.8,67.2,21.3,26.5,10.8,14.4,1.5,2.8,269.2,333.9,5.3,9.0,75.4,76.7,37.9,23.6,40.3,37.3,7.9,9.5,1.4,2.2,146.3,185.1,3.6,5.0,-12.29,-0.12,1.6,0.9,0.25,3,415.5,519.0,48.8,81.2,5.5,6.8,2017,
EAST-CAROLINA,american,6,0.25,2,23.3,24.8,2.9,1.7,0.4,0.3,12,1.3,0.6,9,East Carolina,45.3,28.3,56.5,66.4,25.6,18.8,14.3,11.3,2.2,2.6,317.9,295.2,6.7,7.8,78.1,70.1,45.0,24.9,32.8,41.8,6.0,11.8,0.8,3.0,108.1,246.3,3.3,5.9,-12.37,-0.04,1.8,0.9,0.25,3,426.0,541.4,58.3,77.3,5.5,7.7,2017,
MEMPHIS,american,1,0.875,7,25.2,24.5,2.5,2.5,0.5,1.2,13,0.8,1.2,3,Memphis,37.5,37.4,62.9,58.2,23.6,21.8,14.5,12.4,3.0,2.4,335.0,282.1,8.5,7.5,72.4,81.1,32.5,45.5,34.8,43.7,8.2,9.6,2.5,1.9,197.1,184.2,5.7,4.2,8.52,-0.79,1.2,2.4,0.769,10,532.1,466.2,77.4,64.6,7.4,5.8,2017,25.0
HOUSTON,american,3,0.625,5,21.0,22.8,1.3,1.7,0.9,0.5,12,1.0,1.3,5,Houston,34.3,39.4,68.4,62.4,23.4,24.6,11.6,12.3,1.3,0.8,261.3,274.3,6.0,6.6,71.4,78.7,23.8,28.3,37.2,39.3,8.1,8.9,2.1,1.6,166.8,147.9,4.5,3.8,2.63,-0.7,1.9,1.8,0.583,7,428.2,422.2,53.8,53.1,6.0,5.4,2017,
NAVY,american,4,0.5,4,21.2,17.9,1.1,1.3,0.7,0.7,13,0.8,0.5,6,Navy,7.8,25.6,41.6,61.3,3.2,15.7,2.2,8.8,0.8,1.8,77.3,215.8,4.1,5.2,71.0,60.0,26.3,30.5,63.2,34.4,17.8,7.8,3.2,1.4,351.4,154.5,5.6,4.5,5.69,2.69,1.5,1.2,0.538,7,428.7,370.3,40.6,40.2,6.0,6.2,2017,
SOUTHERN-METHODIST,american,4,0.5,4,24.0,23.4,2.3,1.8,0.5,0.8,13,1.0,0.9,6,SMU,37.5,30.3,58.1,62.7,21.8,19.0,12.4,11.2,2.7,2.0,294.1,269.0,6.4,7.2,74.8,72.3,36.7,37.8,37.4,42.0,9.5,10.4,2.0,2.5,184.4,207.7,4.9,4.9,0.71,-0.76,1.5,1.8,0.538,7,478.5,476.7,59.2,66.2,6.4,6.6,2017,
TULANE,american,5,0.375,3,20.8,20.2,1.6,1.1,0.4,0.6,12,0.5,1.1,7,Tulane,20.1,26.6,56.4,56.7,11.3,15.1,6.5,9.1,1.0,1.6,160.0,225.7,5.8,6.2,68.0,65.3,29.2,27.5,47.9,38.7,12.8,10.0,2.6,2.1,231.5,210.4,4.8,5.4,-2.24,-0.57,0.9,1.7,0.417,5,391.5,436.1,52.1,56.3,5.8,6.7,2017,
TULSA,american,7,0.125,1,21.7,24.4,2.5,1.9,0.4,0.6,12,0.7,0.6,10,Tulsa,24.3,27.1,53.4,65.5,13.0,17.8,6.4,10.7,0.5,2.0,173.1,263.9,7.0,8.2,73.7,72.3,37.5,29.3,49.3,45.3,12.8,11.8,3.0,2.7,247.3,265.0,5.0,5.9,-7.46,0.04,1.1,1.2,0.167,2,420.3,528.9,60.0,79.0,5.7,7.3,2017,
OKLAHOMA,big-12,1,0.889,8,25.8,20.4,1.4,2.5,0.5,0.7,14,0.4,0.6,2,Oklahoma,30.9,31.8,71.4,60.0,22.1,19.1,14.4,9.5,3.4,1.6,361.8,238.4,5.9,5.3,69.9,67.6,27.1,45.1,39.0,35.8,10.2,8.4,2.4,1.7,217.8,156.4,5.6,4.4,19.05,5.26,0.9,1.3,0.857,12,579.6,394.9,57.8,45.1,8.3,5.8,2017,3.0
TEXAS-CHRISTIAN,big-12,2,0.778,7,21.3,16.6,1.6,1.9,0.6,0.5,14,0.6,0.9,3,Texas Christian,30.7,31.1,66.3,52.5,20.4,16.4,10.2,9.1,2.0,1.6,245.1,227.5,6.4,4.8,68.8,65.4,19.0,33.6,38.1,34.3,9.5,5.6,1.9,0.6,174.1,103.9,4.6,3.0,14.71,3.92,1.2,1.4,0.786,11,419.2,331.4,53.6,42.6,6.1,5.1,2017,9.0
OKLAHOMA-STATE,big-12,3,0.667,6,27.6,22.0,2.2,2.3,0.8,0.5,13,0.8,1.3,3,Oklahoma State,38.7,35.4,64.6,57.6,25.0,20.4,16.4,11.1,2.8,1.5,389.2,268.6,5.1,5.8,77.2,74.3,29.4,45.0,38.5,38.9,9.1,8.6,2.6,1.8,182.2,140.7,4.7,3.6,13.09,3.02,1.6,1.8,0.769,10,571.3,409.3,45.5,47.9,7.4,5.5,2017,14.0
IOWA-STATE,big-12,4,0.556,5,21.1,19.9,2.8,1.2,0.1,0.6,13,0.7,0.9,5,Iowa State,36.7,32.5,62.9,67.1,23.1,21.8,12.3,11.4,2.1,1.8,272.9,238.2,4.4,7.2,69.5,67.8,20.9,29.2,32.8,35.4,5.9,7.4,1.2,0.8,113.1,128.0,3.4,3.6,9.77,3.85,0.8,1.5,0.615,8,386.0,366.2,39.7,67.5,5.6,5.4,2017,
KANSAS-STATE,big-12,4,0.556,5,17.2,21.0,1.1,0.8,0.4,0.8,13,0.6,0.9,5,Kansas State,20.8,40.5,57.8,62.2,12.0,25.2,6.8,13.5,1.2,1.8,173.8,309.1,5.2,5.7,60.7,73.3,25.2,32.3,39.9,32.8,9.3,6.8,2.2,1.3,198.8,117.7,5.0,3.6,5.84,1.07,1.0,1.8,0.615,8,372.5,426.8,45.8,47.2,6.1,5.8,2017,
TEXAS,big-12,4,0.556,5,20.5,17.6,1.5,1.3,0.5,0.8,13,0.8,1.2,6,Texas,38.2,34.9,60.0,57.5,22.9,20.1,11.0,10.0,1.4,1.3,258.8,258.8,7.1,6.8,77.2,70.4,21.2,29.5,38.9,35.5,8.2,6.3,1.8,1.1,140.0,107.8,3.6,3.0,8.21,3.91,1.4,2.0,0.538,7,398.8,366.6,66.8,52.0,5.2,5.2,2017,
WEST-VIRGINIA,big-12,4,0.556,5,23.2,21.5,2.3,2.5,0.9,0.6,13,1.1,0.8,6,West Virginia,37.0,31.2,61.1,57.8,22.6,18.0,12.2,9.7,2.8,1.8,309.3,241.4,6.1,7.2,72.5,72.6,31.5,34.5,35.5,41.5,8.7,9.3,1.4,2.0,150.2,204.2,4.2,4.9,4.84,3.07,2.0,1.5,0.538,7,459.5,445.5,59.7,65.5,6.3,6.1,2017,
TEXAS-TECH,big-12,6,0.333,3,24.5,24.3,1.9,2.8,0.5,1.2,13,0.9,1.1,7,Texas Tech,41.6,39.2,65.2,62.9,27.2,24.7,14.5,13.2,2.7,2.5,333.7,282.2,8.0,5.8,76.9,76.8,32.2,34.3,35.3,37.5,8.2,8.2,1.5,1.2,140.9,161.6,4.0,4.3,3.01,4.01,1.4,2.2,0.462,6,474.6,443.8,76.6,57.3,6.2,5.8,2017,
BAYLOR,big-12,8,0.111,1,19.9,22.0,1.8,1.3,0.9,0.7,12,1.2,0.3,11,Baylor,38.5,32.2,58.2,66.1,22.4,21.3,11.4,10.4,1.9,2.1,287.7,267.0,7.3,6.6,73.0,70.8,35.9,24.3,34.5,38.6,6.7,10.3,0.8,1.8,117.3,189.9,3.4,4.9,-6.47,4.12,2.1,0.9,0.083,1,404.9,456.9,55.9,65.6,5.5,6.5,2017,
KANSAS,big-12,9,0.0,0,16.2,22.0,1.3,1.4,0.8,0.4,12,1.4,0.3,11,Kansas,38.3,31.9,54.1,69.2,20.8,22.1,9.4,11.8,1.2,2.6,226.4,296.8,5.5,6.0,70.9,72.7,43.4,18.7,32.6,40.8,5.5,8.8,0.9,2.6,102.6,172.5,3.1,4.2,-12.35,4.23,2.2,0.8,0.083,1,329.0,469.3,46.1,51.3,4.6,6.5,2017,
OHIO-STATE,big-ten,1,0.889,8,25.3,16.7,2.1,2.1,0.6,0.8,14,0.7,0.9,2,Ohio State,31.4,31.9,65.2,55.0,20.5,17.6,10.7,9.1,2.8,1.1,262.8,195.9,6.9,5.9,73.4,67.7,19.0,41.1,42.0,35.8,12.4,5.5,2.4,0.9,243.4,105.1,5.8,2.9,21.82,7.89,1.4,1.7,0.857,12,506.2,300.9,67.4,51.5,6.9,4.4,2017,5.0
PENN-STATE,big-ten,2,0.778,7,22.8,17.4,1.9,1.3,0.2,1.2,13,0.8,0.8,2,Penn State,35.2,34.5,65.7,58.4,23.2,20.2,13.2,9.4,2.5,0.9,290.2,211.5,4.2,6.2,69.9,69.2,16.5,41.1,34.7,34.6,7.6,6.7,2.8,1.1,170.2,119.4,4.9,3.4,21.62,6.31,1.0,1.9,0.846,11,460.3,330.8,37.7,57.8,6.6,4.8,2017,8.0
MICHIGAN-STATE,big-ten,2,0.778,7,21.6,15.8,1.9,1.6,0.9,0.7,13,0.6,1.1,3,Michigan State,32.6,32.7,58.3,56.7,19.0,18.5,10.7,9.4,1.5,1.2,215.2,201.9,6.5,4.8,74.5,61.0,20.0,24.5,41.8,28.3,9.0,4.8,1.4,0.9,168.4,95.3,4.0,3.4,13.83,7.68,1.5,1.8,0.769,10,383.6,297.2,59.1,45.5,5.2,4.9,2017,15.0
MICHIGAN,big-ten,4,0.556,5,17.5,13.8,1.2,1.9,0.8,0.5,13,0.8,0.8,5,Michigan,26.6,25.2,53.5,48.8,14.2,12.3,7.4,5.8,0.7,0.8,171.2,150.1,6.6,5.5,67.3,59.9,18.8,25.2,40.7,34.7,8.8,6.1,2.0,1.2,177.7,120.9,4.4,3.5,13.44,6.98,1.6,1.3,0.615,8,348.9,271.0,57.2,46.1,5.2,4.5,2017,
RUTGERS,big-ten,6,0.333,3,13.8,20.3,1.6,1.3,0.8,0.3,12,0.9,1.0,8,Rutgers,22.9,30.1,49.1,57.1,11.3,17.2,4.9,10.8,0.6,1.6,115.6,216.8,5.9,6.8,59.3,69.4,28.3,18.0,36.4,39.3,7.3,8.2,1.6,1.8,148.6,182.5,4.1,4.6,-2.27,6.15,1.7,1.3,0.333,4,264.2,399.3,50.1,57.3,4.5,5.8,2017,
INDIANA,big-ten,7,0.222,2,21.0,17.5,2.3,2.3,0.6,0.7,12,1.1,0.4,7,Indiana,41.8,27.7,61.0,54.5,25.5,15.1,12.0,7.0,2.1,1.5,265.7,179.7,5.9,7.6,79.3,69.1,25.3,26.8,37.4,41.4,6.7,8.2,0.9,1.5,130.1,160.4,3.5,3.9,4.74,4.9,1.7,1.1,0.417,5,395.8,340.1,58.9,65.5,5.0,4.9,2017,
MARYLAND,big-ten,7,0.222,2,16.8,23.7,2.3,2.7,0.5,0.5,12,0.7,0.8,8,Maryland,26.5,33.8,55.0,58.9,14.6,19.9,6.8,11.3,1.3,1.9,161.7,228.6,6.9,5.8,62.8,74.7,37.1,24.1,36.3,40.8,7.7,10.0,1.6,2.4,161.7,190.8,4.4,4.7,1.03,9.78,1.2,1.3,0.333,4,323.3,419.4,64.5,57.5,5.1,5.6,2017,
WISCONSIN,big-ten,0,1.0,9,21.1,14.0,1.4,1.4,0.6,0.6,14,1.1,1.4,1,Wisconsin,23.2,28.2,62.8,48.6,14.6,13.7,9.1,6.9,1.8,0.8,192.1,163.6,5.4,5.4,67.9,59.4,13.9,33.8,44.7,31.1,10.6,5.6,2.0,0.5,223.2,98.4,5.0,3.2,22.61,6.18,1.7,2.1,0.929,13,415.3,262.1,50.2,47.1,6.1,4.4,2017,7.0
NORTHWESTERN,big-ten,2,0.778,7,22.8,19.2,1.7,1.3,0.5,0.6,13,0.9,1.3,3,Northwestern,35.4,38.1,60.0,57.2,21.2,21.8,11.5,11.5,1.3,1.4,233.8,249.5,4.9,5.2,76.7,71.2,20.1,29.2,41.3,33.1,9.6,6.4,2.3,1.0,174.2,107.8,4.2,3.3,11.36,5.13,1.4,1.9,0.769,10,408.0,357.4,49.0,48.9,5.3,5.0,2017,17.0
IOWA,big-ten,5,0.444,4,17.4,18.8,1.3,1.4,1.0,0.4,13,0.5,1.6,5,Iowa,27.3,35.3,56.1,56.0,15.3,19.8,8.2,10.0,2.1,1.5,189.8,212.8,5.1,6.1,64.3,70.3,19.9,28.2,37.0,35.0,7.9,7.4,1.3,0.8,139.2,144.6,3.8,4.1,14.66,8.74,1.5,2.0,0.615,8,329.1,357.5,41.1,54.7,5.1,5.1,2017,
PURDUE,big-ten,5,0.444,4,21.7,19.2,1.8,1.8,0.5,0.8,13,0.8,0.8,6,Purdue,37.8,33.6,59.5,56.8,22.5,19.1,11.1,10.6,2.1,1.6,251.5,242.5,5.9,6.9,72.2,71.0,20.5,25.2,34.4,37.4,8.8,6.8,0.9,0.8,151.5,133.2,4.4,3.6,9.74,6.21,1.3,1.6,0.538,7,403.1,375.8,50.6,59.8,5.6,5.3,2017,
NEBRASKA,big-ten,6,0.333,3,19.6,23.3,1.4,2.2,0.2,0.3,12,1.4,0.8,8,Nebraska,38.3,30.3,57.7,64.5,22.1,19.5,12.1,10.2,1.8,1.6,277.5,221.4,6.3,6.0,68.9,68.5,36.4,25.8,30.7,38.3,6.1,10.9,1.1,2.8,107.5,216.7,3.5,5.7,1.52,8.18,1.6,1.0,0.333,4,385.0,438.1,60.7,53.2,5.6,6.4,2017,
MINNESOTA,big-ten,7,0.222,2,16.4,17.3,1.3,1.0,0.6,0.8,12,0.9,0.7,7,Minnesota,19.4,27.7,47.2,63.3,9.2,17.5,5.1,7.9,0.8,1.3,126.1,174.5,3.3,5.3,63.2,62.8,22.8,22.1,43.8,35.2,10.0,8.4,1.7,1.6,182.4,172.2,4.2,4.9,3.36,4.78,1.5,1.5,0.417,5,308.5,346.7,28.3,53.3,4.9,5.5,2017,
ILLINOIS,big-ten,9,0.0,0,14.5,22.4,1.6,1.9,0.6,0.8,12,1.6,0.8,10,Illinois,28.3,28.3,49.6,59.3,14.0,16.8,6.9,9.1,0.7,1.7,174.8,199.9,7.1,6.3,60.4,73.9,31.5,15.4,32.2,45.7,6.0,11.4,0.9,2.3,105.6,218.5,3.3,4.8,-7.87,5.38,2.2,1.6,0.167,2,280.4,418.4,64.0,58.6,4.6,5.7,2017,
FLORIDA-ATLANTIC,cusa,0,1.0,8,24.3,21.9,1.4,1.9,0.4,0.4,14,0.5,1.4,3,Florida Atlantic,25.8,35.3,64.8,55.9,16.7,19.7,7.9,11.6,1.5,1.3,213.1,230.7,5.9,5.0,73.3,75.1,22.7,40.6,47.5,39.8,14.9,8.3,3.7,1.6,285.1,158.9,6.0,4.0,8.01,-4.78,0.9,1.9,0.786,11,498.2,389.6,52.4,43.2,6.8,5.2,2017,
FLORIDA-INTERNATIONAL,cusa,3,0.625,5,20.7,22.5,1.5,2.5,0.8,0.8,13,0.8,0.5,5,Florida International,30.5,32.2,63.6,65.3,19.4,21.0,11.6,11.2,1.5,1.8,233.2,243.6,6.5,5.4,68.5,68.9,28.5,25.6,38.0,36.8,7.6,9.2,1.5,1.8,159.2,172.0,4.2,4.7,-6.75,-6.36,1.6,1.4,0.615,8,392.3,415.6,64.9,46.2,5.7,6.0,2017,
MARSHALL,cusa,4,0.5,4,20.4,19.2,2.2,2.1,0.7,0.7,13,1.1,0.5,5,Marshall,34.1,33.2,60.0,55.6,20.5,18.5,10.9,10.4,1.9,1.4,239.6,220.5,6.5,5.5,68.9,69.0,19.9,26.7,34.8,35.8,7.2,6.8,1.1,1.0,140.5,121.2,4.0,3.4,-1.13,-6.44,1.8,1.2,0.615,8,380.2,341.7,59.8,56.1,5.5,5.0,2017,
MIDDLE-TENNESSEE-STATE,cusa,4,0.5,4,21.2,19.6,2.2,2.0,0.5,0.5,13,1.3,0.4,6,Middle Tennessee State,36.4,33.5,59.6,61.8,21.7,20.7,11.3,9.2,1.8,1.4,251.1,223.2,6.5,5.7,69.2,72.1,24.7,25.5,32.8,38.6,8.0,8.5,1.2,1.5,143.5,137.8,4.4,3.6,-6.48,-6.86,1.8,0.8,0.538,7,394.5,361.1,63.4,56.3,5.7,5.0,2017,
